{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.30623907}  {Name:n04005630 prison, prison house, Probability:0.1977262}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15628771}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93534946}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.030153565}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012859141}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.7509527}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.24282455}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0050435234}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9935487}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004429466}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0005751943}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n04604644 worm fence, snake fence, snake-rail fence, Virginia fence, Probability:0.33380938}  {Name:n03498962 hatchet, Probability:0.08081342}  {Name:n09246464 cliff, drop, drop-off, Probability:0.071897686}
{Name:n02410509 bison, Probability:0.20169754}  {Name:n01877812 wallaby, brush kangaroo, Probability:0.15637925}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.050804313}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8355807}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14122145}  {Name:n01883070 wombat, Probability:0.012201078}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.20016484}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.19660993}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12862258}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5894717}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.14083096}  {Name:n02363005 beaver, Probability:0.10041456}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9747497}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006990119}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0059772725}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95561194}  {Name:n02104365 schipperke, Probability:0.024096863}  {Name:n02105056 groenendael, Probability:0.011212871}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9208982}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.025965156}  {Name:n02105056 groenendael, Probability:0.015387765}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6725992}  {Name:n02444819 otter, Probability:0.12937213}  {Name:n02077923 sea lion, Probability:0.049752645}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9957378}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004217148}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:4.4701235e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.82757956}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.075646564}  {Name:n02104365 schipperke, Probability:0.055381324}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02442845 mink, Probability:0.33721492}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.30523923}  {Name:n02492660 howler monkey, howler, Probability:0.0810438}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6821651}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.1281958}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.02652981}
{Name:n01514859 hen, Probability:0.4016367}  {Name:n01807496 partridge, Probability:0.09933832}  {Name:n01797886 ruffed grouse, partridge, Bonasa umbellus, Probability:0.08899696}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.11926937}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0938515}  {Name:n02137549 mongoose, Probability:0.08796763}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94490683}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04370267}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004634645}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.47646832}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21779989}  {Name:n02104365 schipperke, Probability:0.050195977}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9843737}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0155882705}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.6205205e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.87562716}  {Name:n01883070 wombat, Probability:0.096627146}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010090014}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.42475483}  {Name:n02097130 giant schnauzer, Probability:0.09756735}  {Name:n02104365 schipperke, Probability:0.09066928}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n04275548 spider web, spider's web, Probability:0.077625714}  {Name:n01873310 platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus, Probability:0.030762762}  {Name:n01740131 night snake, Hypsiglena torquata, Probability:0.03014292}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93615305}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.043718036}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006986152}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9580592}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.018549256}  {Name:n01883070 wombat, Probability:0.018042602}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4178939}  {Name:n02097130 giant schnauzer, Probability:0.13212001}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.10139145}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.75919473}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.14265405}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.051215865}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9965333}  {Name:n02105056 groenendael, Probability:0.0020146281}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0010584238}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.997109}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002363125}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00019317077}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8324556}  {Name:n02101006 Gordon setter, Probability:0.029145524}  {Name:n02106550 Rottweiler, Probability:0.02749857}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.89515215}  {Name:n01871265 tusker, Probability:0.020207606}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.015767716}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.111876935}  {Name:n03733281 maze, labyrinth, Probability:0.06573428}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.049628142}
{Name:n04357314 sunscreen, sunblock, sun blocker, Probability:0.17579791}  {Name:n07615774 ice lolly, lolly, lollipop, popsicle, Probability:0.12784357}  {Name:n04209133 shower cap, Probability:0.034579936}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4472043}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22029963}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.16791621}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9992531}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00031267348}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00029636774}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8527571}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14426854}  {Name:n01883070 wombat, Probability:0.0024687827}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.47487375}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.1726434}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.07246897}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9811948}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0065896916}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.0021586674}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9935475}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005073958}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0005790496}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9951704}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004654951}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00016380413}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.5099648}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.42690828}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.034752954}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.78739136}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.1155872}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.07102347}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46548542}  {Name:n02403003 ox, Probability:0.21847239}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.07277571}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.48189914}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.37591702}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.04381288}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8005591}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.17227395}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025759343}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.92301625}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01658529}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010508394}
{Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.3611039}  {Name:n01883070 wombat, Probability:0.22558933}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.065467365}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.58197373}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.14336555}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.048080236}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8747797}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.123532705}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016682904}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99745613}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0023070364}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00023176114}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4767144}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.23806834}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.05761567}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94561845}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025191613}  {Name:n02105056 groenendael, Probability:0.010079206}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9991611}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00042790108}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.000410127}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8261288}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.17233105}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011670927}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8415303}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15156439}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002102933}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9892887}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009303341}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0013142021}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9431733}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.053434554}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.0016136668}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4936396}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.27174956}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.13809039}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3590657}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.17808229}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.17747566}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8476069}  {Name:n02106550 Rottweiler, Probability:0.09033081}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.02595909}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.881981}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11769182}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00018700815}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9926581}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006784586}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00030337434}
{Name:n09468604 valley, vale, Probability:0.45074102}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17366828}  {Name:n09332890 lakeside, lakeshore, Probability:0.035039943}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95871294}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0233008}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.017610488}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9071881}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.084848866}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0054334793}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9195733}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.056112364}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008988352}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9621464}  {Name:n02410509 bison, Probability:0.009755483}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008848496}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.50275177}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.49724722}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:8.873024e-07}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8250398}  {Name:n01871265 tusker, Probability:0.06927891}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.023139872}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99219406}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0052737906}  {Name:n02105056 groenendael, Probability:0.0022537436}
{Name:n04005630 prison, prison house, Probability:0.25236276}  {Name:n03781244 monastery, Probability:0.14872515}  {Name:n03042490 cliff dwelling, Probability:0.07463889}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96420413}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.029079644}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00668014}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9881643}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010917919}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0004873535}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9995578}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00031024634}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00013132299}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.67433006}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.14163359}  {Name:n02105056 groenendael, Probability:0.113388486}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98464614}  {Name:n02099267 flat-coated retriever, Probability:0.0033955066}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.002785513}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.999094}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00071707915}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00018705556}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9857378}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007206208}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00617494}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3013874}  {Name:n01514859 hen, Probability:0.23365586}  {Name:n04371774 swing, Probability:0.14744025}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.82775724}  {Name:n02105056 groenendael, Probability:0.0530377}  {Name:n02104365 schipperke, Probability:0.035775054}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98137844}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0086162295}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.005447227}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9267181}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.043410987}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025880385}
{Name:n03743016 megalith, megalithic structure, Probability:0.8472036}  {Name:n03045698 cloak, Probability:0.044460114}  {Name:n09246464 cliff, drop, drop-off, Probability:0.022006392}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9956534}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036269075}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006754557}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.4991396}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.09359612}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.06280914}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.92287743}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.031076437}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.024785252}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02105056 groenendael, Probability:0.52637666}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.23600657}  {Name:n02104365 schipperke, Probability:0.20788333}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6891502}  {Name:n02097130 giant schnauzer, Probability:0.07408179}  {Name:n02105056 groenendael, Probability:0.030495916}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9398599}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0064599933}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.006068162}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9007557}  {Name:n02442845 mink, Probability:0.012838767}  {Name:n02099429 curly-coated retriever, Probability:0.008954095}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6712092}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04823796}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04514236}
{Name:n02442845 mink, Probability:0.36777923}  {Name:n02487347 macaque, Probability:0.095605105}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.07965101}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9888438}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.006672035}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0020309046}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5593029}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.44037643}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00028888645}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8228749}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.17184918}  {Name:n02105056 groenendael, Probability:0.0016155472}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98963636}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.005883128}  {Name:n01883070 wombat, Probability:0.0008403056}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8919367}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10187281}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003076612}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9949851}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0028203637}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019801222}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.81603825}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.18383944}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00012174597}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9572262}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015156895}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.005870695}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99227774}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0076787705}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.9118615e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.49812487}  {Name:n01871265 tusker, Probability:0.14554064}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.06943677}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94331235}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.033507876}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.010465212}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.89816403}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10096167}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.00076905143}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.75410396}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.166741}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.030795783}
