{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.999984}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:5.2443847e-06}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:4.633161e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99960905}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00020397759}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:9.8100885e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99850154}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014070368}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:5.5795837e-05}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9757716}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.024202293}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.5131778e-05}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.51053965}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.20772408}  {Name:n02117135 hyena, hyaena, Probability:0.0641002}
{Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.31830233}  {Name:n02492660 howler monkey, howler, Probability:0.22521432}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.20293553}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.560306}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.29890227}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.07466131}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999763}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:9.342601e-06}  {Name:n02104029 kuvasz, Probability:7.417558e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87930757}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.03976887}  {Name:n02444819 otter, Probability:0.0180474}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8940152}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.09480991}  {Name:n02137549 mongoose, Probability:0.0038624618}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999981}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.099313e-06}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:4.829116e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98422617}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.007293842}  {Name:n02444819 otter, Probability:0.0023235057}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99917173}  {Name:n02104029 kuvasz, Probability:0.00037308747}  {Name:n02111889 Samoyed, Samoyede, Probability:0.00017930253}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99984026}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0001154738}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:3.742156e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9995347}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00022246582}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00010370179}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.94659877}  {Name:n02444819 otter, Probability:0.03228043}  {Name:n02363005 beaver, Probability:0.0046557398}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998466}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:8.043606e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:2.1898562e-05}
{Name:n02115913 dhole, Cuon alpinus, Probability:0.38344425}  {Name:n02096294 Australian terrier, Probability:0.141516}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.08083828}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02444819 otter, Probability:0.36017686}  {Name:n02412080 ram, tup, Probability:0.14997245}  {Name:n02415577 bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis, Probability:0.10400284}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99979097}  {Name:n02074367 dugong, Dugong dugon, Probability:0.00019564205}  {Name:n02077923 sea lion, Probability:1.08968015e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9569019}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.027134892}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.011930616}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7751773}  {Name:n02410509 bison, Probability:0.20237876}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0055050296}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.945802}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.052109227}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.00041316447}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99961394}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00012319065}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.00010846939}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03388043 fountain, Probability:0.5213879}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.11349543}  {Name:n01917289 brain coral, Probability:0.093599506}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99997795}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.1383846e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:8.179763e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97152644}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.027452637}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00087731134}
{Name:n01494475 hammerhead, hammerhead shark, Probability:0.24401505}  {Name:n02074367 dugong, Dugong dugon, Probability:0.23022908}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.12199903}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.8929818}  {Name:n04251144 snorkel, Probability:0.04369281}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.0075801923}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99981564}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:9.3477356e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:3.1263102e-05}
{Name:n02104029 kuvasz, Probability:0.74143076}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.09306319}  {Name:n02111889 Samoyed, Samoyede, Probability:0.073846795}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99749786}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0021261238}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00034307584}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.3771403}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.34389943}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.27689973}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21408069}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.17632248}  {Name:n02117135 hyena, hyaena, Probability:0.13170652}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99991775}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:3.9672523e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:2.2448863e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99307775}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0036366293}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0012153102}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.999255}  {Name:n02493509 titi, titi monkey, Probability:0.00020146019}  {Name:n02486261 patas, hussar monkey, Erythrocebus patas, Probability:6.959344e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.47855052}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.18754002}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.04954543}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9975197}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016984383}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0006133446}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96152574}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.037936024}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00021257825}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.96633554}  {Name:n02111500 Great Pyrenees, Probability:0.013165883}  {Name:n02077923 sea lion, Probability:0.007398694}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.91051495}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.08509662}  {Name:n02099712 Labrador retriever, Probability:0.00061659387}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999982}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:1.4900963e-06}  {Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:2.8716536e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8200262}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.17844824}  {Name:n02099601 golden retriever, Probability:0.0012516151}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9995467}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00025629983}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00015659885}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7578267}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.20872515}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.028738398}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99850297}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0006371276}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0001235509}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.39660066}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.17325737}  {Name:n02483362 gibbon, Hylobates lar, Probability:0.08347879}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86562544}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12023515}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0030533674}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9948567}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0024983028}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0004977097}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6770576}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.32107905}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011135036}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9647141}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.033018194}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001178887}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9999995}  {Name:n02119022 red fox, Vulpes vulpes, Probability:1.4329909e-07}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:1.2120023e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4167815}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.167705}  {Name:n02486410 baboon, Probability:0.11955496}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.99999964}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:1.2320001e-07}  {Name:n02119022 red fox, Vulpes vulpes, Probability:7.844928e-08}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9961366}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0014582343}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0014015199}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.64906347}  {Name:n01491361 tiger shark, Galeocerdo cuvieri, Probability:0.14941733}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.10572131}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.99999595}  {Name:n01883070 wombat, Probability:2.0256086e-06}  {Name:n04399382 teddy, teddy bear, Probability:1.9068943e-06}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999995}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:2.6332745e-07}  {Name:n02123597 Siamese cat, Siamese, Probability:5.711014e-08}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.996236}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0025729283}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0006619204}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.5828294}  {Name:n02104029 kuvasz, Probability:0.27291405}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.07197817}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.24319266}  {Name:n02361337 marmot, Probability:0.1947741}  {Name:n02363005 beaver, Probability:0.16054825}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6958227}  {Name:n01883070 wombat, Probability:0.22035801}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.043609858}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9995346}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0001603379}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.977489e-05}
{Name:n02441942 weasel, Probability:0.082682304}  {Name:n02093647 Bedlington terrier, Probability:0.058471978}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.05795747}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9783956}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015758857}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0007776439}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.71827394}  {Name:n02410509 bison, Probability:0.1901056}  {Name:n02403003 ox, Probability:0.055173244}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94208366}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.057038747}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00036840682}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8808582}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.10712776}  {Name:n02117135 hyena, hyaena, Probability:0.004422585}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02093754 Border terrier, Probability:0.62799114}  {Name:n02094258 Norwich terrier, Probability:0.1524417}  {Name:n02106662 German shepherd, German shepherd dog, German police dog, alsatian, Probability:0.03685875}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7509874}  {Name:n02099267 flat-coated retriever, Probability:0.058124278}  {Name:n02097130 giant schnauzer, Probability:0.03853489}
{Name:n02442845 mink, Probability:0.70990115}  {Name:n01883070 wombat, Probability:0.20575148}  {Name:n02137549 mongoose, Probability:0.03852544}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9774754}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.008793668}  {Name:n02104029 kuvasz, Probability:0.008782411}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99987805}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:3.0189509e-05}  {Name:n02410509 bison, Probability:1.371916e-05}
{Name:n03498962 hatchet, Probability:0.5024044}  {Name:n04208210 shovel, Probability:0.12621939}  {Name:n01614925 bald eagle, American eagle, Haliaeetus leucocephalus, Probability:0.05830956}
{Name:n09468604 valley, vale, Probability:0.6185241}  {Name:n09246464 cliff, drop, drop-off, Probability:0.07817002}  {Name:n03388043 fountain, Probability:0.073280305}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.99998736}  {Name:n02447366 badger, Probability:4.8150864e-06}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.7105732e-06}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9996166}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:0.00028581583}  {Name:n02441942 weasel, Probability:2.9295825e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9024948}  {Name:n02117135 hyena, hyaena, Probability:0.036920223}  {Name:n02094114 Norfolk terrier, Probability:0.0192206}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9906158}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00927117}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.7840774e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.51422757}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.18295315}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.13937867}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99850154}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00095106044}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00027591994}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.64614785}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.32746676}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.021331409}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6908136}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.28199494}  {Name:n02117135 hyena, hyaena, Probability:0.007080372}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9999255}  {Name:n02486261 patas, hussar monkey, Erythrocebus patas, Probability:6.0265702e-05}  {Name:n02493509 titi, titi monkey, Probability:5.5755236e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.78639734}  {Name:n02074367 dugong, Dugong dugon, Probability:0.08449022}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.02230559}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9933027}  {Name:n02077923 sea lion, Probability:0.0031148084}  {Name:n02444819 otter, Probability:0.0010811444}
{Name:n02117135 hyena, hyaena, Probability:0.4948163}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2184949}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12844506}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.48884866}  {Name:n02410509 bison, Probability:0.21193638}  {Name:n02117135 hyena, hyaena, Probability:0.09498525}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9992908}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00062915205}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:5.995175e-05}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.98226076}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.009443624}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0019264946}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8727728}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.07183449}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.008770665}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.74158984}  {Name:n02444819 otter, Probability:0.09566935}  {Name:n02361337 marmot, Probability:0.024321381}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.2940475}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.1746001}  {Name:n02363005 beaver, Probability:0.11732476}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.89204013}  {Name:n02488702 colobus, colobus monkey, Probability:0.05504194}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0089196265}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9998703}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:7.159543e-05}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:3.055394e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99993193}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.776597e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:9.5595986e-08}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99821657}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015271517}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:8.300561e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99598736}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00350581}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00010752594}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02410509 bison, Probability:0.87985885}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.018044012}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.016116636}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9993305}  {Name:n02104029 kuvasz, Probability:0.0002194958}  {Name:n02412080 ram, tup, Probability:0.00016276455}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7383269}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22512543}  {Name:n02104365 schipperke, Probability:0.020856341}
{Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.21390818}  {Name:n02403003 ox, Probability:0.11071669}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.08949845}
{Name:n02364673 guinea pig, Cavia cobaya, Probability:0.25705603}  {Name:n02342885 hamster, Probability:0.2272539}  {Name:n02441942 weasel, Probability:0.07064872}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999845}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.3461569e-06}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:1.0405583e-07}
